"Specie.Code","X","year","session","Location","N","i","tot_net_hours","caps_per_1K_nethours","tot.yrs","year_cent","Species","Body_Size","Diet","Foraging_Strata","Primary_Habitat","Habitat_Breadth","Rarity_Range_Size","Rarity_Local_Abund","Rarity_Neotrop_Abund","ind","time_cts"
"HEVI",3473,2013,"PRIMERA","SHRUB",0,1118,241,0,4,2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,7.33333333333333
"HEVI",3474,2014,"PRIMERA","SHRUB",0,1119,271.5,0,4,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8.33333333333333
"HEVI",3475,2015,"PRIMERA","SHRUB",2,1120,296.5,6.74536256323777,4,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9.33333333333333
"HEVI",3477,2006,"SEGUNDA","SHRUB",1,1122,291.6,3.42935528120713,7,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,0.666666666666667
"HEVI",3478,2007,"SEGUNDA","SHRUB",0,1123,256.6,0,7,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1.66666666666667
"HEVI",3479,2008,"SEGUNDA","SHRUB",1,1124,210,4.76190476190476,7,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2.66666666666667
"HEVI",3480,2009,"SEGUNDA","SHRUB",0,1125,194,0,7,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3.66666666666667
"HEVI",3481,2010,"SEGUNDA","SHRUB",1,1126,241,4.149377593361,7,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4.66666666666667
"HEVI",3482,2011,"SEGUNDA","SHRUB",1,1127,230,4.34782608695652,7,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5.66666666666667
"HEVI",3483,2012,"SEGUNDA","SHRUB",2,1128,83.5,23.9520958083832,7,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6.66666666666667
"HEVI",3485,2014,"SEGUNDA","SHRUB",3,1130,229,13.1004366812227,7,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8.66666666666667
"HEVI",3486,2015,"SEGUNDA","SHRUB",2,1131,255,7.84313725490196,7,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9.66666666666667
"HEVI",3487,2016,"SEGUNDA","SHRUB",0,1132,110,0,7,5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,10.6666666666667
"HEVI",3499,2006,"PRIMERA","MIXED",1,1133,326.6,3.06184935701163,10,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,0.333333333333333
"HEVI",3500,2007,"PRIMERA","MIXED",3,1134,237.5,12.6315789473684,10,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1.33333333333333
"HEVI",3501,2008,"PRIMERA","MIXED",3,1135,269.5,11.1317254174397,10,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2.33333333333333
"HEVI",3502,2009,"PRIMERA","MIXED",4,1136,180,22.2222222222222,10,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3.33333333333333
"HEVI",3503,2010,"PRIMERA","MIXED",1,1137,284.5,3.51493848857645,10,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4.33333333333333
"HEVI",3504,2011,"PRIMERA","MIXED",1,1138,270,3.7037037037037,10,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5.33333333333333
"HEVI",3505,2012,"PRIMERA","MIXED",4,1139,220,18.1818181818182,10,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6.33333333333333
"HEVI",3506,2013,"PRIMERA","MIXED",3,1140,237,12.6582278481013,10,2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,7.33333333333333
"HEVI",3507,2014,"PRIMERA","MIXED",3,1141,288.5,10.3986135181976,10,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8.33333333333333
"HEVI",3508,2015,"PRIMERA","MIXED",1,1142,195,5.12820512820513,10,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9.33333333333333
"HEVI",3510,2006,"SEGUNDA","MIXED",1,1144,245.2,4.07830342577488,7,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,0.666666666666667
"HEVI",3511,2007,"SEGUNDA","MIXED",2,1145,233.4,8.56898029134533,7,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1.66666666666667
"HEVI",3512,2008,"SEGUNDA","MIXED",2,1146,320,6.25,7,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2.66666666666667
"HEVI",3513,2009,"SEGUNDA","MIXED",0,1147,320,0,7,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3.66666666666667
"HEVI",3514,2010,"SEGUNDA","MIXED",0,1148,210,0,7,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4.66666666666667
"HEVI",3515,2011,"SEGUNDA","MIXED",2,1149,279.5,7.15563506261181,7,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5.66666666666667
"HEVI",3516,2012,"SEGUNDA","MIXED",0,1150,400,0,7,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6.66666666666667
"HEVI",3518,2014,"SEGUNDA","MIXED",3,1152,300,10,7,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8.66666666666667
"HEVI",3519,2015,"SEGUNDA","MIXED",2,1153,242.5,8.24742268041237,7,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9.66666666666667
"HEVI",3520,2016,"SEGUNDA","MIXED",1,1154,190,5.26315789473684,7,5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,10.6666666666667
"HEVI",3521,2006,"TERCERA","MIXED",0,1155,160,0,7,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1
"HEVI",3522,2007,"TERCERA","MIXED",4,1156,251.6,15.8982511923688,7,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2
"HEVI",3523,2008,"TERCERA","MIXED",0,1157,320,0,7,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3
"HEVI",3524,2009,"TERCERA","MIXED",3,1158,302,9.93377483443709,7,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4
"HEVI",3525,2010,"TERCERA","MIXED",0,1159,180,0,7,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5
"HEVI",3526,2011,"TERCERA","MIXED",1,1160,290,3.44827586206897,7,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6
"HEVI",3527,2012,"TERCERA","MIXED",4,1161,269,14.8698884758364,7,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,7
"HEVI",3528,2013,"TERCERA","MIXED",2,1162,190,10.5263157894737,7,2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8
"HEVI",3529,2014,"TERCERA","MIXED",0,1163,310,0,7,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9
"HEVI",3530,2015,"TERCERA","MIXED",1,1164,290,3.44827586206897,7,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,10
"HEVI",3531,2016,"TERCERA","MIXED",1,1165,170,5.88235294117647,7,5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,11
"HEVI",3532,2006,"PRIMERA","NATIVE",1,1166,300.9,3.32336324360253,8,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,0.333333333333333
"HEVI",3533,2007,"PRIMERA","NATIVE",7,1167,281.6,24.8579545454545,8,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1.33333333333333
"HEVI",3534,2008,"PRIMERA","NATIVE",0,1168,216.5,0,8,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2.33333333333333
"HEVI",3535,2009,"PRIMERA","NATIVE",1,1169,210,4.76190476190476,8,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3.33333333333333
"HEVI",3536,2010,"PRIMERA","NATIVE",0,1170,228,0,8,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4.33333333333333
"HEVI",3537,2011,"PRIMERA","NATIVE",2,1171,320,6.25,8,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5.33333333333333
"HEVI",3538,2012,"PRIMERA","NATIVE",1,1172,262.5,3.80952380952381,8,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6.33333333333333
"HEVI",3539,2013,"PRIMERA","NATIVE",2,1173,236,8.47457627118644,8,2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,7.33333333333333
"HEVI",3540,2014,"PRIMERA","NATIVE",1,1174,234.5,4.26439232409382,8,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8.33333333333333
"HEVI",3541,2015,"PRIMERA","NATIVE",1,1175,350,2.85714285714286,8,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9.33333333333333
"HEVI",3543,2006,"SEGUNDA","NATIVE",2,1177,288.4,6.93481276005548,8,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,0.666666666666667
"HEVI",3544,2007,"SEGUNDA","NATIVE",1,1178,293.4,3.40831629175188,8,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1.66666666666667
"HEVI",3545,2008,"SEGUNDA","NATIVE",0,1179,300,0,8,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2.66666666666667
"HEVI",3546,2009,"SEGUNDA","NATIVE",2,1180,320,6.25,8,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3.66666666666667
"HEVI",3547,2010,"SEGUNDA","NATIVE",2,1181,285,7.01754385964912,8,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4.66666666666667
"HEVI",3548,2011,"SEGUNDA","NATIVE",1,1182,250,4,8,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5.66666666666667
"HEVI",3549,2012,"SEGUNDA","NATIVE",1,1183,337.5,2.96296296296296,8,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6.66666666666667
"HEVI",3551,2014,"SEGUNDA","NATIVE",2,1185,275,7.27272727272727,8,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8.66666666666667
"HEVI",3552,2015,"SEGUNDA","NATIVE",0,1186,350,0,8,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9.66666666666667
"HEVI",3553,2016,"SEGUNDA","NATIVE",2,1187,225,8.88888888888889,8,5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,10.6666666666667
"HEVI",3554,2006,"TERCERA","NATIVE",2,1188,220,9.09090909090909,10,-5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,1
"HEVI",3555,2007,"TERCERA","NATIVE",1,1189,300,3.33333333333333,10,-4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,2
"HEVI",3556,2008,"TERCERA","NATIVE",1,1190,320,3.125,10,-3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,3
"HEVI",3557,2009,"TERCERA","NATIVE",2,1191,300,6.66666666666667,10,-2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,4
"HEVI",3558,2010,"TERCERA","NATIVE",2,1192,196.5,10.1781170483461,10,-1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,5
"HEVI",3559,2011,"TERCERA","NATIVE",0,1193,180,0,10,0,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,6
"HEVI",3560,2012,"TERCERA","NATIVE",2,1194,348,5.74712643678161,10,1,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,7
"HEVI",3561,2013,"TERCERA","NATIVE",4,1195,350,11.4285714285714,10,2,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,8
"HEVI",3562,2014,"TERCERA","NATIVE",1,1196,260,3.84615384615385,10,3,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,9
"HEVI",3563,2015,"TERCERA","NATIVE",2,1197,323.5,6.18238021638331,10,4,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,10
"HEVI",3564,2016,"TERCERA","NATIVE",1,1198,207.16999817,4.82695375215198,10,5,"Purple-throated Sunangel (Heliangelus viola)",1,"N","U/M","F",2,"L","U","F",1,11
"LALA",3565,2006,"PRIMERA","SHRUB",0,1199,256.3,0,5,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,0.333333333333333
"LALA",3566,2007,"PRIMERA","SHRUB",2,1200,311,6.43086816720257,5,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1.33333333333333
"LALA",3567,2008,"PRIMERA","SHRUB",3,1201,90.75,33.0578512396694,5,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2.33333333333333
"LALA",3568,2009,"PRIMERA","SHRUB",4,1202,242,16.5289256198347,5,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3.33333333333333
"LALA",3569,2010,"PRIMERA","SHRUB",0,1203,248,0,5,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4.33333333333333
"LALA",3570,2011,"PRIMERA","SHRUB",1,1204,266.5,3.75234521575985,5,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5.33333333333333
"LALA",3571,2012,"PRIMERA","SHRUB",3,1205,175,17.1428571428571,5,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6.33333333333333
"LALA",3572,2013,"PRIMERA","SHRUB",0,1206,241,0,5,2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,7.33333333333333
"LALA",3573,2014,"PRIMERA","SHRUB",0,1207,271.5,0,5,3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,8.33333333333333
"LALA",3574,2015,"PRIMERA","SHRUB",0,1208,296.5,0,5,4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,9.33333333333333
"LALA",3576,2006,"SEGUNDA","SHRUB",1,1210,291.6,3.42935528120713,4,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,0.666666666666667
"LALA",3577,2007,"SEGUNDA","SHRUB",3,1211,256.6,11.6913484021824,4,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1.66666666666667
"LALA",3578,2008,"SEGUNDA","SHRUB",0,1212,210,0,4,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2.66666666666667
"LALA",3579,2009,"SEGUNDA","SHRUB",1,1213,194,5.15463917525773,4,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3.66666666666667
"LALA",3580,2010,"SEGUNDA","SHRUB",0,1214,241,0,4,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4.66666666666667
"LALA",3581,2011,"SEGUNDA","SHRUB",0,1215,230,0,4,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5.66666666666667
"LALA",3582,2012,"SEGUNDA","SHRUB",0,1216,83.5,0,4,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6.66666666666667
"LALA",3584,2014,"SEGUNDA","SHRUB",0,1218,229,0,4,3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,8.66666666666667
"LALA",3585,2015,"SEGUNDA","SHRUB",0,1219,255,0,4,4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,9.66666666666667
"LALA",3586,2016,"SEGUNDA","SHRUB",1,1220,110,9.09090909090909,4,5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,10.6666666666667
"LALA",3587,2006,"TERCERA","SHRUB",12,1221,282,42.5531914893617,7,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1
"LALA",3588,2007,"TERCERA","SHRUB",5,1222,320,15.625,7,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2
"LALA",3589,2008,"TERCERA","SHRUB",0,1223,248.5,0,7,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3
"LALA",3590,2009,"TERCERA","SHRUB",4,1224,265,15.0943396226415,7,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4
"LALA",3591,2010,"TERCERA","SHRUB",3,1225,191,15.7068062827225,7,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5
"LALA",3592,2011,"TERCERA","SHRUB",4,1226,198.5,20.1511335012594,7,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6
"LALA",3593,2012,"TERCERA","SHRUB",2,1227,206,9.70873786407767,7,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,7
"LALA",3595,2014,"TERCERA","SHRUB",0,1228,438,0,7,3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,9
"LALA",3596,2015,"TERCERA","SHRUB",1,1229,300,3.33333333333333,7,4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,10
"LALA",3597,2016,"TERCERA","SHRUB",0,1230,200,0,7,5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,11
"LALA",3598,2006,"PRIMERA","MIXED",0,1231,326.6,0,5,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,0.333333333333333
"LALA",3599,2007,"PRIMERA","MIXED",2,1232,237.5,8.42105263157895,5,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1.33333333333333
"LALA",3600,2008,"PRIMERA","MIXED",1,1233,269.5,3.71057513914657,5,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2.33333333333333
"LALA",3601,2009,"PRIMERA","MIXED",0,1234,180,0,5,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3.33333333333333
"LALA",3602,2010,"PRIMERA","MIXED",2,1235,284.5,7.0298769771529,5,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4.33333333333333
"LALA",3603,2011,"PRIMERA","MIXED",0,1236,270,0,5,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5.33333333333333
"LALA",3604,2012,"PRIMERA","MIXED",3,1237,220,13.6363636363636,5,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6.33333333333333
"LALA",3605,2013,"PRIMERA","MIXED",0,1238,237,0,5,2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,7.33333333333333
"LALA",3606,2014,"PRIMERA","MIXED",3,1239,288.5,10.3986135181976,5,3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,8.33333333333333
"LALA",3607,2015,"PRIMERA","MIXED",0,1240,195,0,5,4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,9.33333333333333
"LALA",3609,2006,"SEGUNDA","MIXED",2,1242,245.2,8.15660685154976,4,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,0.666666666666667
"LALA",3610,2007,"SEGUNDA","MIXED",0,1243,233.4,0,4,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1.66666666666667
"LALA",3611,2008,"SEGUNDA","MIXED",0,1244,320,0,4,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2.66666666666667
"LALA",3612,2009,"SEGUNDA","MIXED",1,1245,320,3.125,4,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3.66666666666667
"LALA",3613,2010,"SEGUNDA","MIXED",0,1246,210,0,4,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4.66666666666667
"LALA",3614,2011,"SEGUNDA","MIXED",0,1247,279.5,0,4,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5.66666666666667
"LALA",3615,2012,"SEGUNDA","MIXED",1,1248,400,2.5,4,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6.66666666666667
"LALA",3617,2014,"SEGUNDA","MIXED",0,1250,300,0,4,3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,8.66666666666667
"LALA",3618,2015,"SEGUNDA","MIXED",1,1251,242.5,4.12371134020619,4,4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,9.66666666666667
"LALA",3619,2016,"SEGUNDA","MIXED",0,1252,190,0,4,5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,10.6666666666667
"LALA",3620,2006,"TERCERA","MIXED",1,1253,160,6.25,6,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1
"LALA",3621,2007,"TERCERA","MIXED",3,1254,251.6,11.9236883942766,6,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2
"LALA",3622,2008,"TERCERA","MIXED",3,1255,320,9.375,6,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3
"LALA",3623,2009,"TERCERA","MIXED",3,1256,302,9.93377483443709,6,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4
"LALA",3624,2010,"TERCERA","MIXED",0,1257,180,0,6,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5
"LALA",3625,2011,"TERCERA","MIXED",0,1258,290,0,6,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6
"LALA",3626,2012,"TERCERA","MIXED",1,1259,269,3.71747211895911,6,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,7
"LALA",3627,2013,"TERCERA","MIXED",3,1260,190,15.7894736842105,6,2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,8
"LALA",3628,2014,"TERCERA","MIXED",0,1261,310,0,6,3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,9
"LALA",3629,2015,"TERCERA","MIXED",0,1262,290,0,6,4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,10
"LALA",3630,2016,"TERCERA","MIXED",0,1263,170,0,6,5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,11
"LALA",3631,2006,"PRIMERA","NATIVE",6,1264,300.9,19.9401794616152,8,-5,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,0.333333333333333
"LALA",3632,2007,"PRIMERA","NATIVE",4,1265,281.6,14.2045454545455,8,-4,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,1.33333333333333
"LALA",3633,2008,"PRIMERA","NATIVE",2,1266,216.5,9.2378752886836,8,-3,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,2.33333333333333
"LALA",3634,2009,"PRIMERA","NATIVE",0,1267,210,0,8,-2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,3.33333333333333
"LALA",3635,2010,"PRIMERA","NATIVE",3,1268,228,13.1578947368421,8,-1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,4.33333333333333
"LALA",3636,2011,"PRIMERA","NATIVE",6,1269,320,18.75,8,0,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,5.33333333333333
"LALA",3637,2012,"PRIMERA","NATIVE",4,1270,262.5,15.2380952380952,8,1,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,6.33333333333333
"LALA",3638,2013,"PRIMERA","NATIVE",1,1271,236,4.23728813559322,8,2,"Mountain Velvetbreast (Lafresnaya lafresnayi)",1,"N","U","F",2,"L","F","F",1,7.33333333333333
